fid,aspect,elv,flowAcc,lithology,planCurv,profCurv,riverProx,roadProx,slope,soil,SPI,TPI,TRI,TWI,xcoord,ycoord
5056,105.25016784668,1567.58190917969,1.4678350687027,490,0.01098105031997,0.01098105031997,9153.982421875,1,38.901741027832,8,1.31998693943024,35.8474082946777,17.6882495880127,0.64694744348526,3549963.2312,433358.524999999
5057,209.252136230469,1329.21936035156,7.02525281906128,237,-0.006637799553573,-0.006637799553573,5880.68896484375,19.2353839874268,34.2810401916504,2,-52.1272239685059,-14.9283714294434,13.8373823165894,8.95962905883789,3506632.023,433413.421000001
5058,145.1376953125,975.421142578125,46.873119354248,316,-0.08815736323595,-0.08815736323595,13166.822265625,4.24264049530029,7.12066650390625,2,-8.01909065246582,-22.4269771575928,4.38489437103271,11.3235416412354,3517332.8945,433416.425299995
5060,94.4158935546875,1485.09802246094,6.439377784729,278,0.000242621434154,0.000242621434154,2630.43725585938,127.12198638916,76.7144088745117,9,-2.90266966819763,324.207244873047,101.252090454102,8.72484111785889,3492476.0438,433512.858300001
5061,180.181015014648,35.217960357666,9.27519226074219,237,-0.015181317925453,-0.015181317925453,20367.50390625,1,2.3313090801239,5,11.9744892120361,-2.7505087852478,1.41842198371887,1.5639591217041,3457039.2841,433532.453000002
5062,68.4338607788086,1517.66528320312,6.68517303466797,490,0.025936273857951,0.025936273857951,9042.7490234375,1,4.1801552772522,8,10.0657596588135,-1.09857678413391,1.64019978046417,2.07125496864319,3549978.6222,433616.752100001
5063,73.5047073364258,1500.83728027344,8.01910591125488,490,0.004650281742215,0.004650281742215,8976.1689453125,0,29.1070747375488,8,19.5694255828857,1.75557565689087,11.0081853866577,1.95385456085205,3550061.0582,433648.998600001
5064,75.3320999145508,2009.98266601562,5.41136026382446,278,-0.004074764903635,-0.004074764903635,1400.07141113281,153.013076782227,22.9877166748047,8,-6.96614742279053,-11.3187913894653,8.81541538238525,8.60710716247559,3496158.4016,433718.0959
5065,184.991973876953,1559.82360839844,26.3367671966553,237,-0.001962130423635,-0.001962130423635,4104.7412109375,15.8113880157471,32.018138885498,2,-44.0705680847168,-10.2787656784058,12.9053087234497,10.3868856430054,3504858.2331,433785.631799999
5066,90.5833053588867,1607.15698242188,1.69389963150024,237,0.014707834459841,0.014707834459841,4612.005859375,15.2643375396729,23.8720932006836,2,-2.53044676780701,13.8997535705566,10.6422052383423,7.70497894287109,3505372.571,433800.237700002
5067,119.460922241211,1466.13305664062,8.86472892761231,237,-0.010624543763697,-0.010624543763697,5600.60693359375,24.0831890106201,25.7571334838867,2,11.904088973999,-8.1371545791626,10.7690887451172,1.66264951229096,3506335.3481,433821.247000002
5068,270.439697265625,1300.05505371094,125.019538879395,316,-0.005862032528967,-0.005862032528967,12752.3994140625,1,14.44810962677,5,15.8512296676636,-5.47191381454468,5.04896020889282,6.56310749053955,3514828.3268,433883.495399999
5069,146.214263916016,1405.53857421875,4.81121873855591,237,0.013594504445791,0.013594504445791,6594.6796875,19.6977157592773,24.3114738464355,2,-149.720321655273,3.92286801338196,11.2610015869141,8.74568939208984,3507345.9062,433913.7519
