fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_232,lithology_237,lithology_243,lithology_278,lithology_307,lithology_315,lithology_316,lithology_360,lithology_375,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_481,lithology_488,lithology_490,lithology_547,lithology_573,lithology_591,lithology_679,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_15,soil_16,soil_17
52,0.3141115577062951,0.2438542681772397,0.0015311370234960403,0.48960534204901984,0.48960534204901984,0.07558625179238823,0.3980788715454375,0.5316551645430997,0.25902705550271005,0.5627066632602947,0.013611996487099995,0.40473533009315427,3362086.353,509669.480700001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
53,0.3918681149123973,0.3256154767885872,0.0011717530759594885,0.4915581717965436,0.4915581717965436,0.06037485229950543,0.31569816343491636,0.5100056595941599,0.2590061813394811,0.5651749405460782,0.012418607489913452,0.7037569472318945,3362278.0621,510272.587699997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
54,0.4089508470236737,0.3885544429974003,0.002688714395983708,0.49265354988763616,0.49265354988763616,0.04861616854564481,0.24901281888745233,0.3245273292111804,0.2589922536910291,0.5653924372551898,0.006794466711322575,0.7349986640980104,3362465.9166,510714.442699996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,0.5777276264855348,0.32760236568640055,0.0021065840478726124,0.49426501311936916,0.49426501311936916,0.059869920041909865,0.2705347218203605,0.3472832917717335,0.25904527800036464,0.5648577464381118,0.007324528117522467,0.39040212378227684,3360594.2504,511239.0596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
56,0.2573618404431548,0.1398987366723192,0.003505804267672515,0.49296179307233196,0.49296179307233196,0.0,0.5386651743671493,0.3210969567031762,0.2590089260842319,0.5637519591924314,0.006693701228324962,0.7455940237870289,3353370.4896,512599.787000003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57,0.597328878496907,0.1955504458200933,0.007968181949895658,0.48514249856849573,0.48514249856849573,0.0,0.39658320292910115,0.29193598053834136,0.2590132874122799,0.5618196188218909,0.007124760083550168,0.7765575909721136,3353879.1561,514022.040100004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58,0.6275785855866078,0.20435505458109945,0.0009142356982348007,0.5009623819882151,0.5009623819882151,0.0,0.4057828336115185,0.21275230992561128,0.25901262677901304,0.5666287347791924,0.004472713011785182,0.6974347685995141,3353763.7688,514196.725500001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
59,0.6310331043744101,0.26013813497296556,0.003777289142469564,0.5043056671491121,0.5043056671491121,0.0,0.4980256377749055,0.27997328300874075,0.259034834015335,0.5680347214382611,0.0059334801341957896,0.4706169544282973,3351626.2615,516265.046599998,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60,0.4812038062230924,0.24716603653274172,0.0007754268559641479,0.4955483508347356,0.4955483508347356,0.0,0.5383166385945322,0.3087989650883805,0.25899857894692957,0.5671659830472703,0.0066343310740234465,0.6930961405591044,3351135.7713,516372.208100001,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
61,0.7145784550274585,0.205570968543026,7.947853480388479e-05,0.5033003395642867,0.5033003395642867,0.0,0.5709128191710612,0.25268486596785883,0.2590226913276887,0.570405768796729,0.006839035683920152,0.3403603316198667,3350622.5706,516420.061900002,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
62,0.4770786881687972,0.37037888356059495,0.00023717537098831402,0.49799979526923605,0.49799979526923605,0.0,0.3614492462582031,0.36848487282218895,0.2589980712025917,0.5704427589617755,0.008993513810421993,0.6696404716035904,3352171.9508,517284.771200001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
63,0.6590499956762859,0.19026227941556137,0.0010176742390735865,0.49410448050169686,0.49410448050169686,0.0,0.30501562648309444,0.28658918526742433,0.25904412973218743,0.5656762179207909,0.006671115798297898,0.36576882968487107,3348680.7912,517874.227399999,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64,0.3845560819368867,0.38204282233337705,0.0007580571290456927,0.49286700933416455,0.49286700933416455,0.1844669998334006,0.3169835097805736,0.39473960942846986,0.25881155989487215,0.5677518422886124,0.008688326348250197,0.6891655421999154,3369023.2691,517993.401799999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
65,0.30434973913603813,0.3805646371518674,0.000740797606613392,0.4942523377457534,0.4942523377457534,0.18548718051191282,0.31747647428791353,0.38816199401357204,0.25902201740085334,0.5680197501079017,0.00857676046487772,0.3916869241212738,3369047.6108,518031.501899998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
66,0.40663816973028316,0.3494900054175399,0.002509645198316864,0.488315001304634,0.488315001304634,0.0,0.2851686382732706,0.10049761118288755,0.2589841922715355,0.5640861361998424,0.0019448275087673383,0.7369943362088061,3351773.0783,518745.057100003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
67,0.38525495488926864,0.370727704282644,0.02527482105821753,0.49287511354001384,0.49287511354001384,0.0,0.3120860873703629,0.09797023978412311,0.25857092930345277,0.565952790449166,0.0022643529862053325,0.8473631617640638,3351451.6361,519233.694699996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
68,0.6381668478104211,0.4316108944186226,0.0019171533405242815,0.49824611916389433,0.49824611916389433,0.0,0.2522574268562135,0.5199210727171826,0.2590129438912426,0.5688860967665863,0.013954598640945079,0.72254189079378,3350467.0455,519762.979300001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
69,0.6764810833357335,0.44199851488921826,0.0010185595611567591,0.49320386133469474,0.49320386133469474,0.0,0.24174731735769078,0.6155090150277281,0.25898649215273983,0.5701994958125634,0.017767549574162357,0.7016114844892263,3350412.315,519854.046300002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70,0.17820628684692832,0.2831315962236224,0.0012241057997315703,0.5026617765028628,0.5026617765028628,0.0,0.007909155261161356,0.4070975730405913,0.2591796858768079,0.5674595467492881,0.009517539249917122,0.280118310171784,3345954.1497,520994.401500002,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
71,0.9801914641445558,0.27266918747556584,0.000658274656990555,0.49647431855081214,0.49647431855081214,0.0,0.003954577630580678,0.21278888083242092,0.258970812666,0.5657115244527646,0.004313332175540857,0.6880307053281358,3344254.1432,523493.715800002,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
72,0.056814641827081964,0.46523230263475945,0.002112724992665442,0.493402373112584,0.493402373112584,0.0,0.4715077134961133,0.3950464189598549,0.25900618244498236,0.5653786412913152,0.008619473109122778,0.7249135604352884,3343765.0652,528933.995799998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,0.614537930823998,0.3985543938215458,0.0025404368656126415,0.49718139897079056,0.49718139897079056,0.0,0.6464857655781927,0.33564149590593734,0.25902110202568385,0.5676535956716348,0.0072092660591503155,0.4777900360285645,3345755.5462,531951.982799999,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
