fid,aspect,elv,flowAcc,planCurv,profCurv,riverProx,roadProx,slope,SPI,TPI,TRI,TWI,xcoord,ycoord,lithology_0,lithology_6,lithology_10,lithology_11,lithology_17,lithology_53,lithology_57,lithology_79,lithology_82,lithology_110,lithology_151,lithology_165,lithology_197,lithology_229,lithology_232,lithology_237,lithology_243,lithology_278,lithology_298,lithology_307,lithology_315,lithology_316,lithology_360,lithology_404,lithology_424,lithology_427,lithology_429,lithology_434,lithology_443,lithology_488,lithology_490,lithology_547,lithology_570,lithology_573,lithology_591,lithology_629,lithology_679,lithology_685,lithology_686,lithology_785,lithology_792,lithology_803,lithology_808,lithology_816,lithology_835,soil_-99999,soil_0,soil_1,soil_2,soil_3,soil_4,soil_5,soil_6,soil_7,soil_8,soil_9,soil_10,soil_11,soil_12,soil_13,soil_14,soil_15,soil_16,soil_17
9492,0.06900039909558117,0.009961398363550531,0.0003280228268405476,0.4949690065273404,0.4949690065273404,0.4019817385852917,0.0,0.04145443981741903,0.2590142865957447,0.5646997598752083,0.0007937311775599688,0.522823829025562,3434082.40380784,444787.396494902,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9493,0.0601030474116225,0.3397025352611361,0.0039414081546182474,0.4891293632852449,0.4891293632852449,0.4098219986344626,0.15006566423610812,0.04170284582512089,0.25864179534060605,0.5640310590873695,0.0009175431205051432,0.7506027920697245,3416370.40562841,542683.429070842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9494,0.6729154621030864,0.036023530850881585,0.000922395914616028,0.48811509029978517,0.48811509029978517,0.361187560127463,0.13451377902023406,0.17841140263621144,0.2590177926152164,0.5653976916644751,0.003561037255529523,0.4263898070286465,3514222.66507255,642208.789503183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9495,0.36897418659106707,0.18833171736014184,0.0014001519370819714,0.49434412799350946,0.49434412799350946,0.11503591035988363,0.03261028176305272,0.042496185155809274,0.2591159372147956,0.5642240517682129,0.0009043360859541944,0.32324608435189806,3483125.47811306,491417.641890304,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9496,0.14148831707561046,0.26924747010722794,0.003465265286862641,0.5016303539946848,0.5016303539946848,0.10586157899653223,0.1360742550153457,0.08113683906001824,0.259073433410272,0.5646351680411579,0.0016091931484043434,0.4347820000146562,3575768.05736137,471944.717874826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9497,0.8187124324525945,0.20868994706219354,0.0032207412341434907,0.4645732343864398,0.4645732343864398,0.5583554904137925,0.3316426793880611,0.022803448937940684,0.2588964463374026,0.5641521129938384,0.0004978457685214298,0.7612441950945088,3511229.09271356,488826.628938688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9498,0.45391919066892017,0.15779523338450355,0.0027097951032637054,0.487634077756074,0.487634077756074,0.0659725505792941,0.09104121260519193,0.06685398024616264,0.2589906211819777,0.5643073755459361,0.0012974729792460582,0.7509092867472484,3491753.85807639,528303.443170074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9499,0.9293492728533601,0.4393390847226187,7.537027171859506e-05,0.5199887336691149,0.5199887336691149,0.23414520054043694,0.15382239531813113,0.14193923727444926,0.2589937977152239,0.5679809565979783,0.003238202770555669,0.661081112272411,3586988.29454369,546560.440309422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9500,0.6589740763787983,0.4812845306697514,0.00982775389128662,0.47748810082366,0.47748810082366,0.17027348786954014,0.20164468938227603,0.11254136528541223,0.25889846096944824,0.5633810619779166,0.002228672688787703,0.788300531258977,3588629.61710926,548643.103787765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9501,0.2970975810950338,0.15898140619992784,0.0007138894081309614,0.4905455497270409,0.4905455497270409,0.11473120435970452,0.964479220515675,0.24616818776483626,0.2590616928378864,0.5652648780684469,0.004945912229824894,0.3270377699037067,3660916.64166853,564603.030944596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9502,0.5724703317050169,0.02482639386908242,0.0038304532102268357,0.49129904248728945,0.49129904248728945,0.750943357161223,0.14907237348938898,0.33689129860271944,0.25911969097783233,0.5640976099112027,0.007125786222307324,0.3808823645313112,3394181.19118926,469535.319842461,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9503,0.7022993670424627,0.7562545538889478,0.004506972493188035,0.4891136267779269,0.4891136267779269,0.13809872267360285,0.003954577630580678,0.19090723105978283,0.25918916850542506,0.5655012640483623,0.003937207759400799,0.37217003439792057,3501194.4746778,575798.314965936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9504,0.9563983308775765,0.1425331486233631,0.002661531385391612,0.48003382661749566,0.48003382661749566,0.02315269956058199,0.1419797972349695,0.02511082381056918,0.2589768360365147,0.5644555828672089,0.000586711727428612,0.7227052317166588,3490129.21838011,529666.122724155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9505,0.8460460924663978,0.02029818009386032,0.0,0.530634017208434,0.530634017208434,0.531881061498297,0.06629079794960077,0.022453730257538308,0.2590171606008274,0.5661223796679093,0.0008551310233353461,0.35530567751201536,3418643.72616644,672762.961666192,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
9506,0.6970702611691658,0.4133465725659404,0.004222839651619471,0.46344148079070874,0.46344148079070874,1.018410005980245,0.1686153282001943,0.017047591719327793,0.2589157871547432,0.5640616019110904,0.00043268416429440866,0.7390812653814813,3532400.25337213,515489.511194306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9507,0.6284237865205291,0.3166733190668718,0.0005865980151002128,0.49869852708825363,0.49869852708825363,0.07432745717287542,0.12636097758249992,0.13368091521416958,0.25900817262806985,0.5659547144447632,0.0026179904047243883,0.6833594038166926,3579545.39002085,479835.939808171,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9508,0.6910034996634289,0.36412449359115856,0.002016723538655667,0.4901001839988647,0.4901001839988647,0.07557178268117205,0.0373074099996578,0.214058438253645,0.2589934407144097,0.563831907351568,0.004245094253407654,0.729089723251898,3458850.60711257,616767.227646928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9509,0.9432933291057035,0.18391533639152496,0.040572232820925064,0.4851545680500606,0.4851545680500606,0.15295664611298523,0.28571651406057585,0.18153840821138886,0.25951334862583997,0.5657642839486217,0.00400987926023306,0.5070476031401832,3365884.10419268,586740.359008322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9510,0.1059917853709321,0.04666329538869824,0.003242740947692159,0.47821304506752316,0.47821304506752316,0.2589870755446501,0.09257428575962844,0.045626156084574314,0.2599968152016028,0.5635894179474741,0.001093612904132504,0.2381471652399453,3734625.1195121,529752.335128553,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9511,0.295972568166289,0.3325409327512004,0.0743116105625993,0.48760644452236235,0.48760644452236235,0.15385696910399366,0.20141188969204812,0.11703211177260771,0.2621980114101621,0.5640647975120736,0.002671590741338543,0.46370658255162184,3454105.94115778,602143.811545529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9512,0.039314356228943026,0.16195241662438903,0.0016510785272496808,0.46155423416165553,0.46155423416165553,0.22380262687797509,0.263387928219733,0.02876102661331465,0.2590048942853949,0.5639568273624878,0.0006739445858933691,0.7152716526852092,3638277.95843585,591057.170821404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9513,0.5400344794844102,0.211940163640849,0.006223596377905432,0.4848178559322605,0.4848178559322605,0.039889672425100206,0.19836060261690233,0.27502342685889597,0.2590607502078593,0.5654135940084013,0.005672865917656199,0.4583629630725531,3453900.33588795,625966.185337848,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9514,0.795662808106874,0.02596120096860041,0.001290551732498519,0.49429779044054134,0.49429779044054134,0.09817287747046219,0.030886239169881403,0.054861752513657804,0.25901692091778933,0.5652199959222738,0.0012320833399449933,0.4766785088835753,3451920.00349198,648523.990713638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9515,0.09814442809158105,0.11420331838660573,0.0030349433344242977,0.49167178095244446,0.49167178095244446,0.33066765438613893,0.07503283211805425,0.17914289584465692,0.25894101121994306,0.564227641772645,0.003511715142282072,0.7422025795237311,3409664.90289183,618298.919031105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9516,0.6040933684430053,0.21293191766978586,0.004609380552170651,0.48781999109584867,0.48781999109584867,0.13850016226590614,0.003954577630580678,0.05872891141670893,0.25895544857085767,0.564093452625393,0.0011972317823430478,0.7504575182015202,3378014.90334319,536818.194508874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9517,0.5741709917917299,0.05370000147527574,0.0011253097023161216,0.4872182239865826,0.4872182239865826,0.048215099107393064,0.05592617317195368,0.1357136248810539,0.25895305307349326,0.5645155251691176,0.0026627760812236475,0.7006990982281336,3547291.21941824,361304.330675304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9518,0.37249326433479973,0.06343231783829514,0.0010961140298625935,0.49220084651096835,0.49220084651096835,0.14126089757602664,0.05140950919754881,0.029448779515770577,0.2590110713571339,0.5645786235788506,0.0007490722423215354,0.7161050877609483,3714783.71124241,515007.015686207,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9519,0.9182764157613705,0.34483251933635634,0.006170521287241951,0.48750562604341313,0.48750562604341313,0.47392276142867185,0.33852662294964403,0.3348571196647996,0.2591774499296795,0.5619232756299852,0.007165612126408161,0.39709142773102046,3455776.90478825,449404.272396588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9520,0.500840029435152,0.25583504287724657,0.00019640606661566957,0.48702823846072024,0.48702823846072024,0.22310132037260488,0.03645940409072136,0.13885814373799707,0.25893023672137194,0.5665377143735758,0.003141616620693546,0.6707790186740984,3615143.15115043,600292.533065864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9521,0.5073201293383364,0.28844500623303937,0.008873879787541141,0.4893048886337796,0.4893048886337796,0.18029063894246927,0.1779559933761305,0.09339201268494879,0.2592156694678252,0.5639455658070468,0.0018705159256591885,0.4289583706945735,3445955.48245036,532127.757274261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9522,0.9048446770017505,0.1064712247492236,0.0022766154607932313,0.47647743371521756,0.47647743371521756,0.22337452415643397,0.047783343260608985,0.3102108594817989,0.25907388028938155,0.5614037456478349,0.008326991820793888,0.3457309364573851,3613809.46221479,540054.556801706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9523,0.7412961132371696,0.07960549286089533,6.2233757147118086e-06,0.5171340836615231,0.5171340836615231,0.07987527192780564,0.1423647947009044,0.032240919989998,0.25901755119112574,0.5657224992084552,0.0009981567430311358,0.3572942864184004,3648273.56282777,523736.031313186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9524,0.4298386577162996,0.002349950127488401,0.014038852634050641,0.41630209763600917,0.41630209763600917,0.7633360907302351,0.4289395237936901,0.005382441683166737,0.25945757087544213,0.563793172563023,0.0002225719527037636,0.3820725375192118,3499122.50616421,375395.945479095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9525,0.7658499654950803,0.048917752155336724,0.00030059716300268166,0.4301944637875169,0.4301944637875169,0.10053199864409261,0.014258432290801435,0.005464281822624193,0.25883065561617213,0.5642202232986495,0.00034744475281287164,0.6874735302669945,3559110.79605471,356684.758936293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9526,0.35960597418319956,0.24908649704821947,0.001034144788904277,0.502084557213961,0.502084557213961,0.17846100658789948,0.14241970598087017,0.14337864028252126,0.2590017805165714,0.5651842340159863,0.003134392139913783,0.7042919532795182,3359371.62470386,538826.754119442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9527,0.9267849724723645,0.8417340717360962,0.0009356442225503302,0.4930189913202493,0.4930189913202493,0.09355395076553877,0.041287003187931694,0.19694876631403171,0.2590072219160231,0.5639415170051694,0.0038744472572960513,0.7107836949071784,3486075.88292307,567774.830351502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9528,0.7494476669758245,0.3700881723056337,0.0004905639573410717,0.4884553432491334,0.4884553432491334,0.06455191136718402,0.014258432290801435,0.9409960485190485,0.259013492560386,0.6815871770439036,0.15014322294558174,0.6723658545387321,3565673.97096874,380065.608828958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9529,0.23774062305538893,0.22278839794084318,0.00016742705338551047,0.4984072376903707,0.4984072376903707,0.6072040284316832,0.46194138407923935,0.0769223798752408,0.2590180216773863,0.5655063717520052,0.0016238134891762765,0.38340330053748073,3513264.88406598,487777.744385425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9530,0.11186350295284078,0.04719447144563079,0.0009695512321198161,0.4848785990083755,0.4848785990083755,0.48111123737142714,0.15669312384659898,0.1246319859166068,0.2590205622770104,0.5638761373031376,0.0029902388731913514,0.4016368590222652,3457542.97822441,434615.427423895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9531,0.12757088132512442,0.3507978372459572,0.0010202219074889453,0.5118770061261664,0.5118770061261664,0.1429602477420001,0.10880480047684683,0.27116248286508104,0.2589988428170966,0.5671055534674608,0.006015499814044644,0.7007974530614922,3395280.76477693,509490.617088802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9532,0.43661781437201747,0.1574675992594118,0.005315687840809739,0.47861077083460357,0.47861077083460357,0.02910812916077235,0.0355911986752261,0.05331412750540393,0.25893697585694614,0.5633507275544507,0.0012329320714586508,0.7528745398374175,3469234.69974115,546239.4206905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9533,0.9179129696102369,0.11384971326379326,0.025085270358902716,0.4852941570258103,0.4852941570258103,0.14349680861001196,0.12214460589902831,0.15985808074450944,0.25656754850938257,0.5599649064705341,0.003405915413995845,0.8340554394025204,3616723.46752218,617437.501943028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9534,0.6104265469139717,0.21704603105782985,0.00264571786784347,0.4950543941427355,0.4950543941427355,0.2924797938019239,0.14844158770354204,0.11794954820166202,0.25899214733464837,0.566544662039824,0.0027157284426499962,0.7349858512378074,3635196.26165206,587555.729004861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9535,0.9662014578539793,0.008387447689185649,0.0012616072296697321,0.4924298566206177,0.4924298566206177,0.13197411160620134,0.06177247833976288,0.031693380587728595,0.2589941667213937,0.564261796469719,0.0006313434220709505,0.7150359052753541,3427713.47009329,686402.333297624,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9536,0.39244880640112717,0.007349254494058341,0.0008492305588365086,0.4965529370410949,0.4965529370410949,0.02045593469495454,0.05878902328944283,0.0777671463733431,0.25902148187799945,0.563991490541318,0.0015870469252992007,0.44342306437434453,3597142.17687507,652270.711589153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9537,0.24387724218383028,0.868622199127786,3.274776514758902e-05,0.5018051730353519,0.5018051730353519,0.16769691473287757,0.0,0.2309563421211543,0.25907678546906776,0.5698557711432681,0.006597362609257641,0.23721299596427148,3499125.42018772,567639.461880479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9538,0.956241151226491,0.25369296318121887,0.0016314323849417776,0.49197122351513134,0.49197122351513134,0.15123219769669083,0.09265871939533385,0.14740739218802476,0.25903199464504867,0.5648681150452098,0.002855657814589535,0.39776284695485536,3518090.7350826,615556.519854542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9539,0.8225257769541059,0.2696425776015462,0.04061245656860265,0.46112255126249596,0.46112255126249596,0.15368622877663063,0.33256093477583826,0.11717177831788228,0.2593109373816025,0.5600011198389849,0.003107187864612519,0.516485611273215,3399040.19109478,533309.566073589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9540,0.8590509706309714,0.2658382720916376,0.0011074733540958226,0.49384402145722395,0.49384402145722395,0.2102298060802046,0.005592617222910882,0.1507492116234387,0.2589405381191199,0.5649315659005779,0.0030059999616149297,0.7018300405434843,3425816.58456089,595705.46958204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9541,0.0007952273861909942,0.03961344500623304,0.0021286511297922933,0.4905608485138213,0.4905608485138213,0.1430214465451807,0.08700070787277492,0.009620779203431816,0.25852631128524123,0.564362750421961,0.0002565598994748554,0.7814549611141215,3617836.49938759,632834.425284045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9542,0.6174670338148177,0.4936853286299345,0.00021463963400465377,0.4925312328319926,0.4925312328319926,0.09055624463728033,0.32422712222593136,0.11939975088807807,0.2589685190478109,0.5712609723990101,0.0027456833314192476,0.6775151725235494,3614362.06655089,546988.428287235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9543,0.0023922266743680977,0.11772162532753151,0.00027757345021467395,0.5069307528116971,0.5069307528116971,0.0439042489110849,0.7976197710054794,0.0784710666194988,0.25900130137129707,0.5669865744873538,0.0018372842297225784,0.6769158947724956,3673766.93752043,556277.449211965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9544,0.33233875945070185,0.2654051557604187,0.003611200685904995,0.4858088563282677,0.4858088563282677,0.05100462217081942,0.05378807275104953,0.30015012794608387,0.2589488417373755,0.5612735909057467,0.0072415189249280245,0.7406861452560775,3557541.36140788,440002.999406588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
